SCHOOL,State,State (full),Latitude,Longitude,School_Address,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,School_Address
Academy of Career Training,FL,FLORIDA,28.306092,-81.439569,,"2,483",2019,,FL,
Academy of Careers and Technology,WV,WEST VIRGINIA,37.799775,-81.168609,,"2,484",2019,,WV,
Academy of Chinese Culture and Health Sciences,CA,CALIFORNIA,37.806662,-122.272733,,"2,485",2019,,CA,
Academy of Cosmetology,MT,MONTANA,45.680504,-111.039768,,"2,486",2019,,MT
Academy of Cosmetology and Esthetics,MO,MISSOURI,37.8375,-94.375701,,"2,487",2019,,MO
Academy of Cosmetology and Esthetics NYC,NY,NEW YORK,40.57317,-74.114561,,"2,488",2019,,NY
Academy of Esthetics and Cosmetology,CA,CALIFORNIA,34.284868,-118.444038,,"2,489",2019,,CA
Academy of Hair Design-Beaumont,TX,TEXAS,30.068432,-94.121696,,"2,490",2019,,TX
Academy of Hair Design-Grenada,MS,MISSISSIPPI,33.77437,-89.824361,,"2,491",2019,,MS
Academy of Hair Design-Jackson,MS,MISSISSIPPI,32.282646,-90.210517,,"2,492",2019,,MS
Academy of Hair Design-Jasper,TX,TEXAS,30.908202,-94.006928,,"2,493",2019,,TX
Academy of Hair Design-Las Vegas,NV,NEVADA,36.15846,-115.210473,,"2,494",2019,,NV
Academy of Hair Design-Lufkin,TX,TEXAS,31.330724,-94.718704,,"2,495",2019,,TX
Academy of Hair Design-Oklahoma City,OK,OKLAHOMA,35.591351,-97.566146,,"2,496",2019,,OK
Academy of Hair Design-Pearl,MS,MISSISSIPPI,32.281983,-90.115129,,"2,497",2019,,MS
Academy of Hair Design-Salem,OR,OREGON,44.941673,-123.039591,,"2,498",2019,,OR
Academy of Hair Design-Springfield,MO,MISSOURI,37.179756,-93.263613,,"2,499",2019,,MO
Academy of Hair Technology,SC,SOUTH CAROLINA,34.87267,-82.330849,,"2,500",2019,,SC
Academy of Interactive Entertainment,LA,LOUISIANA,30.22001,-92.043361,,"2,501",2019,,LA
Academy of Massage and Bodywork,DE,DELAWARE,39.628597,-75.667515,,"2,502",2019,,DE,,
Academy of Natural Therapy Inc,CO,COLORADO,40.426259,-104.691075,,"2,503",2019,,CO,,
Academy of Professional Cosmetology,AR,ARKANSAS,36.35541,-94.157411,,"2,504",2019,,AR,,
Academy of Salon and Spa,AR,ARKANSAS,35.380891,-94.416327,,"2,505",2019,,AR,,
Academy of Salon Professionals,MO,MISSOURI,38.690729,-93.251559,,"2,506",2019,,MO,,
Academy of Vocal Arts,PA,PENNSYLVANIA,39.947863,-75.173683,,"2,507",2019,,PA,,
Acalanes High School,CA,,,,,7,2019,HS,CA,,
Acaydia School of Aesthetics,UT,UTAH,40.234627,-111.65823,,"2,508",2019,,UT,,
Access Careers,NY,NEW YORK,40.709502,-73.61531,,"2,509",2019,,NY,,
Ace Cosmetology and Barber Training Center,CT,CONNECTICUT,41.593956,-72.987416,,"2,510",2019,,CT,,
Ace Institute of Technology,NY,NEW YORK,40.75368,-73.993271,,"2,511",2019,,NY,,
Acton-Boxborough Regional High School,MA,,,,,8,2019,HS,MA,,
Acupuncture and Integrative Medicine College-Berkeley,CA,CALIFORNIA,37.862754,-122.267636,,"2,512",2019,,CA,,
Acupuncture and Massage College,FL,FLORIDA,25.68625,-80.3645,,"2,513",2019,,FL,,
Adams State University,CO,COLORADO,37.473636,-105.879642,,9,2019,2,Rocky Mountain Athletic Conference,,
Adelphi University,NY,NEW YORK,40.71960525,-73.65201234,"Adelphi University, Cambridge Avenue, Garden City South, Nassau County, New York, 11530, USA",10,2019,2,Northeast-10 Conference,X,"Adelphi University, Cambridge Avenue, Garden City South, Nassau County, New York, 11530, USA"
Adirondack Beauty School,NY,NEW YORK,43.317954,-73.630352,,"2,514",2019,,NY
Adirondack Community College,NY,NEW YORK,43.353441,-73.655014,,"2,515",2019,,NY
Adler Graduate School,MN,MINNESOTA,44.862865,-93.252532,,"2,516",2019,,MN
Adler University,IL,ILLINOIS,41.88253,-87.629131,,"2,517",2019,,IL
Adrian College,MI,MICHIGAN,41.898449,-84.059947,,11,2019,3,Michigan Intercollegiate Athletic Association
Adrian's College of Beauty Turlock,CA,CALIFORNIA,37.492628,-120.863441,,"2,518",2019,,CA
Adult and Community Education-Hudson,OH,OHIO,40.012851,-82.980603,,"2,519",2019,,OH
Adult and Continuing Education-BCTS,NJ,NEW JERSEY,40.901784,-74.033997,,"2,520",2019,,NJ
Advance Beauty College,CA,CALIFORNIA,33.759869,-117.952584,,"2,521",2019,,CA
Advance Beauty Techs Academy,CA,CALIFORNIA,33.884074,-117.517655,,"2,522",2019,,CA
Advance Science Institute,FL,FLORIDA,25.855598,-80.306989,,"2,523",2019,,FL
Advanced Barber College and Hair Design,TX,TEXAS,26.131543,-97.958247,,"2,524",2019,,TX
Advanced Beauty College,TX,TEXAS,32.859493,-96.9927,,"2,525",2019,,TX
Advanced Career Institute,CA,CALIFORNIA,36.344669,-119.38533,,"2,526",2019,,CA
Advanced College,CA,CALIFORNIA,33.915383,-118.15794,,"2,527",2019,,CA
Advanced College of Cosmetology,WI,WISCONSIN,43.632848,-88.736198,,"2,528",2019,,WI
Advanced Computing Institute,CA,CALIFORNIA,34.060733,-118.30035,,"2,529",2019,,CA,,
Advanced Institute of Hair Design-Glendale,WI,WISCONSIN,43.12092,-87.916376,,"2,530",2019,,WI,,
Advanced Technical Centers,FL,FLORIDA,25.806645,-80.2871,,"2,531",2019,,FL,,
Advanced Technology Institute,VA,VIRGINIA,36.841029,-76.182939,,"2,532",2019,,VA,,
Advanced Training Associates,CA,CALIFORNIA,32.819524,-116.981366,,"2,533",2019,,CA,,
Advanced Training Institute,NV,NEVADA,36.09589,-115.206821,,"2,534",2019,,NV,,
Advanced Welding Institute,VT,VERMONT,44.45588,-73.139437,,"2,535",2019,,VT,,
Adventist University of Health Sciences,FL,FLORIDA,28.576142,-81.367687,,"2,536",2019,,FL,,
Advertising Art Educational Services DBA School of Advertising Art,OH,OHIO,39.680848,-84.134435,,"2,537",2019,,OH,,
Aerosim Flight Academy,FL,FLORIDA,28.77858,-81.251511,,"2,538",2019,,FL,,
Aesthetic Science Institute,NY,NEW YORK,42.761904,-73.794885,,"2,539",2019,,NY,,
Aesthetics Institute of Cosmetology,MD,MARYLAND,39.152519,-77.202959,,"2,540",2019,,MD,,
Agnes Scott College,GA,GEORGIA,33.769268,-84.295459,,"2,541",2019,,GA,,
Agoura High School,CA,CALIFORNIA,34.1508386,-118.7487008,"Agoura High School, Easterly Road, Agoura Hills, Los Angeles County, California, 91301, USA",12,2019,HS,CA,X,"Agoura High School, Easterly Road, Agoura Hills, Los Angeles County, California, 91301, USA"
AI Miami International University of Art and Design,FL,FLORIDA,25.790008,-80.18839,,"2,542",2019,,FL,,
Aiken School of Cosmetology and Barbering,SC,SOUTH CAROLINA,33.5595,-81.717081,,"2,543",2019,,SC,,
Aiken Technical College,SC,SOUTH CAROLINA,33.533633,-81.842423,,"2,544",2019,,SC,,
Ailano School of Cosmetology,MA,MASSACHUSETTS,42.071117,-71.043484,,"2,545",2019,,MA,,
Aims Community College,CO,COLORADO,40.409037,-104.764335,,"2,546",2019,,CO,,
Airline High School (LA),LA,LOUISIANA,32.5539597,-93.711469,"Airline High School, Viking Drive, Bossier City, Bossier Parish, Louisiana, 71111, USA",13,2019,HS,LA,X,"Airline High School, Viking Drive, Bossier City, Bossier Parish, Louisiana, 71111, USA"
Akins High School (TX),TX,,,,,14,2019,HS,TX,,
Akron School of Practical Nursing,OH,OHIO,41.09905,-81.571862,,"2,547",2019,,OH,,
Alabama A & M University,AL,ALABAMA,34.783368,-86.568502,,15,2019,1,Southwestern Athletic Conference,,
Alabama College of Osteopathic Medicine,AL,ALABAMA,31.206294,-85.340805,,"2,548",2019,,AL,,
Alabama School of Nail Technology & Cosmetology,AL,ALABAMA,31.50997,-87.893386,,"2,549",2019,,AL,,
Alabama Southern Community College,AL,ALABAMA,31.488925,-87.326352,,"2,550",2019,,AL,,
Alabama State College of Barber Styling,AL,ALABAMA,33.64352,-86.809871,,"2,551",2019,,AL,,
Alabama State University,AL,ALABAMA,32.3638914,-86.29566779,"ASU, 915, South Jackson Street, Montgomery, Montgomery County, Alabama, 36104, USA",16,2019,1,Southwestern Athletic Conference,X,"ASU, 915, South Jackson Street, Montgomery, Montgomery County, Alabama, 36104, USA"
Alamance Community College,NC,NORTH CAROLINA,36.066683,-79.357657,,"2,552",2019,,NC,,
Alameda High School,CA,,,,,17,2019,HS,CA,,
Alamo City Barber College,TX,TEXAS,29.52717,-98.639532,,"2,553",2019,,TX,,
Alamo Community College District Central Office,TX,TEXAS,29.41601,-98.497741,,"2,554",2019,,TX,,
Alamo Heights High School (TX),TX,,,,,18,2019,HS,TX
Alaska Bible College,AK,ALASKA,61.598553,-149.111972,,"2,555",2019,,AK
Alaska Career College,AK,ALASKA,61.181443,-149.856954,,"2,556",2019,,AK
Alaska Christian College,AK,ALASKA,60.490459,-151.136005,,"2,557",2019,,AK
Alaska Pacific University,AK,ALASKA,61.191235,-149.804242,,"2,558",2019,,AK
Albany BOCES-Adult Practical Nursing Program,NY,NEW YORK,42.745685,-73.835752,,"2,559",2019,,NY
Albany College of Pharmacy and Health Sciences,NY,NEW YORK,42.652559,-73.778132,,"2,560",2019,,NY
Albany High School,CA,,,,,19,2019,HS,CA
Albany Law School,NY,NEW YORK,42.651264,-73.777692,,"2,561",2019,,NY
Albany Medical College,NY,NEW YORK,42.653178,-73.773975,,"2,562",2019,,NY
Albany State University,GA,GEORGIA,31.56928,-84.141825,,20,2019,2,Southern Intercollegiate Athletic Conference
Albany Technical College,GA,GEORGIA,31.55434,-84.174284,,"2,563",2019,,GA
Albert I Prince Technical High School,CT,CONNECTICUT,41.741156,-72.706597,,"2,564",2019,,CT
Albert Lea High School,MI,,,,,21,2019,HS,MI
Albertus Magnus College,CT,CONNECTICUT,41.332519,-72.923848,,22,2019,3,Great Northeast Athletic Conference
Albion College,MI,MICHIGAN,42.244603,-84.746088,,23,2019,3,Michigan Intercollegiate Athletic Association
Albright College,PA,PENNSYLVANIA,40.361351,-75.909742,,24,2019,3,Commonwealth Conference,,
Albuquerque Academy (NM),NM,NEW MEXICO,35.15254975,-106.5502416,"Albuquerque Academy, Campus Road Northeast, Tanoan, ABQ, Bernalillo County, New Mexico, 87191, USA",,2019,HS,NM,X,"Albuquerque Academy, Campus Road Northeast, Tanoan, ABQ, Bernalillo County, New Mexico, 87191, USA"
Alcoa High School (TN),TN,TENNESSEE,35.78917295,-83.98140808,"Alcoa High School, Lodge Street, Alcoa, Blount County, Tennessee, 37701, USA",,2019,HS,TN,X,"Alcoa High School, Lodge Street, Alcoa, Blount County, Tennessee, 37701, USA"
Alcorn State University,MS,MISSISSIPPI,31.8771048,-91.14122,"Alcorn State University, Alcorn Avenue, Alcorn, Claiborne County, Mississippi, USA",25,2019,1,Southwestern Athletic Conference,X,"Alcorn State University, Alcorn Avenue, Alcorn, Claiborne County, Mississippi, USA"
Alderson Broaddus University,WV,WEST VIRGINIA,39.158067,-80.047728,,"2,565",2019,,WV,,
Alexander Academy,MA,MASSACHUSETTS,42.587705,-71.769406,,"2,566",2019,,MA,,
Alexander Paul Institute of Hair Design,NC,NORTH CAROLINA,35.604962,-77.371696,,"2,567",2019,,NC,,
Alexandria School of Scientific Therapeutics,IN,INDIANA,40.255464,-85.674191,,"2,568",2019,,IN,,
Alexandria Technical & Community College,MN,MINNESOTA,45.873107,-95.372369,,"2,569",2019,,MN,,
Alfred M. Barbe High School (LA),LA,LOUISIANA,30.1771445,-93.2559835,"Alfred M Barbe High School, West McNeese Street, The Ihles Townhomes, Lake Charles, Calcasieu Parish, Louisiana, 70605, USA",,2019,HS,LA,X,"Alfred M Barbe High School, West McNeese Street, The Ihles Townhomes, Lake Charles, Calcasieu Parish, Louisiana, 70605, USA"
Alfred University,NY,NEW YORK,42.254476,-77.788106,,"2,570",2019,,NY,,
Algonquin Regional High School,MA,,,,,26,2019,HS,MA,,
Alhambra Beauty College,CA,CALIFORNIA,34.093916,-118.129041,,"2,571",2019,,CA,,
Alhambra High School,CA,,,,,27,2019,HS,CA,,
Alhambra Medical University,CA,CALIFORNIA,34.08023,-118.148671,,"2,572",2019,,CA,,
Alice Lloyd College,KY,KENTUCKY,37.335087,-82.875068,,"2,573",2019,,KY,,
Aliso Niguel High School (CA),CA,CALIFORNIA,33.5632975,-117.7196411,"Aliso Niguel High School, 28000, Wolverine Way, Aliso Viejo, Orange County, California, 92656, USA",,2019,HS,CA,X,"Aliso Niguel High School, 28000, Wolverine Way, Aliso Viejo, Orange County, California, 92656, USA"
All Beauty College,AZ,ARIZONA,34.49606,-114.338235,,"2,574",2019,,AZ,,
All Hallows High School,NY,NEW YORK,53.8552239,-3.036850852,"Montgomery High School, All Hallows Road, Churchtown, Bispham, Blackpool, North West England, England, FY2 0AZ, UK",28,2019,HS,NY,X,"Montgomery High School, All Hallows Road, Churchtown, Bispham, Blackpool, North West England, England, FY2 0AZ, UK"
All Saints Episcopal High School (TX),TX,TEXAS,32.73173,-97.49147,,29,2019,HS,TX,X,
All-State Career School-Allied Health Campus,PA,PENNSYLVANIA,39.866163,-75.302151,,"2,575",2019,,PA,,
All-State Career School-Lester,PA,PENNSYLVANIA,39.868236,-75.280691,,"2,576",2019,,PA,,
All-State Career School-Pittsburgh,PA,PENNSYLVANIA,40.358492,-79.93713,,"2,577",2019,,PA,,
All-State Career-Baltimore,MD,MARYLAND,39.264664,-76.544942,,"2,578",2019,,MD,,
Allan Hancock College,CA,CALIFORNIA,34.942979,-120.421486,,30,2019,JC,California Community College Athletic Association,,
Allatoona High School (GA),GA,GEORGIA,34.0355497,-84.73520304,"Allatoona High School, 3300, Dallas Acworth Highway, Picketts Plantation, Picketts Creek, Paulding County, Georgia, 30101, USA",,2019,HS,GA,X,"Allatoona High School, 3300, Dallas Acworth Highway, Picketts Plantation, Picketts Creek, Paulding County, Georgia, 30101, USA"
Allegany College of Maryland,MD,MARYLAND,39.652658,-78.729766,,"2,579",2019,,MD,,
Allegheny College,PA,PENNSYLVANIA,41.648068,-80.146922,,31,2019,3,North Coast Atlantic Conference,,
Allegheny Wesleyan College,OH,OHIO,40.867236,-80.860091,,"2,580",2019,,OH,,
Allen College,IA,IOWA,42.531427,-92.338018,,"2,581",2019,,IA,,
Allen County Community College,KS,KANSAS,37.9371209,-95.39645197,"Allen Community College, 1801, North Cottonwood Street, Iola, Allen County, Kansas, 66749, USA","2,582",2019,,KS,X,"Allen Community College, 1801, North Cottonwood Street, Iola, Allen County, Kansas, 66749, USA"
Allen School-Brooklyn,NY,NEW YORK,40.693797,-73.991546,,"2,583",2019,,NY,,
Allen School-Jamaica,NY,NEW YORK,40.704694,-73.796295,,"2,584",2019,,NY,,
Allen School-Phoenix,AZ,ARIZONA,33.63024,-112.117101,,"2,585",2019,,AZ,,
Allen University,SC,SOUTH CAROLINA,34.010348,-81.020045,,"2,586",2019,,SC,,
Allentown High School (New Jersey),NJ,,,,,32,2019,HS,NJ,,
Alliance Computing Solutions,NY,NEW YORK,40.76156,-73.831481,,"2,587",2019,,NY,,
Alliant International University-San Diego,CA,CALIFORNIA,32.897056,-117.094398,,"2,588",2019,,CA,,
Allstate Hairstyling & Barber College,OH,OHIO,41.484002,-81.704403,,"2,589",2019,,OH,,
Alma College,MI,MICHIGAN,43.379236,-84.670073,,33,2019,3,Mid American Intercollegiate Athletic Association,,
Alpena Community College,MI,MICHIGAN,45.081647,-83.445069,,"2,590",2019,,MI,,
Alta High School,UT,,,,,34,2019,HS,UT,,
Altoona Beauty School Inc,PA,PENNSYLVANIA,40.501337,-78.388254,,"2,591",2019,,PA,,
Alvernia University,PA,PENNSYLVANIA,40.30993,-75.9362944,"Alvernia University, Bornemann Road, Reading, Berks County, Pennsylvania, 19611, USA",35,2019,3,Commonwealth Conference,X,"Alvernia University, Bornemann Road, Reading, Berks County, Pennsylvania, 19611, USA"
Alverno College,WI,WISCONSIN,42.983518,-87.965498,,"2,592",2019,,WI,,
Alvin Community College,TX,TEXAS,29.3962,-95.2402,"Alvin Community College, Mustang Road, Alvin, Brazoria County, Texas, 77511, USA",36,2019,JC,Southwest Junior College Conference,X,"Alvin Community College, Mustang Road, Alvin, Brazoria County, Texas, 77511, USA"
Alvin High School (TX),TX,TEXAS,29.4180717,-95.2516366,"Alvin High School, South Johnson Street, Alvin, Brazoria County, Texas, 77511, USA",,2019,HS,TX,X,"Alvin High School, South Johnson Street, Alvin, Brazoria County, Texas, 77511, USA"
Amarillo College,TX,TEXAS,35.18841,-101.847104,,"2,593",2019,,TX,,
Amberton University,TX,TEXAS,32.859937,-96.653028,,"2,594",2019,,TX
Ambiance Beauty & Barber Academy Inc,FL,FLORIDA,28.117559,-80.673575,,"2,595",2019,,FL
Ambria College of Nursing,IL,ILLINOIS,42.075628,-88.2109,,"2,596",2019,,IL
American Academy McAllister Institute of Funeral Service,NY,NEW YORK,40.769031,-73.993782,,"2,597",2019,,NY
American Academy of Acupuncture and Oriental Medicine,MN,MINNESOTA,45.015783,-93.181424,,"2,598",2019,,MN
American Academy of Art,IL,ILLINOIS,41.877824,-87.624396,,"2,599",2019,,IL
American Academy of Cosmetology,FL,FLORIDA,30.12368,-81.798731,,"2,600",2019,,FL
American Academy of Cosmetology-Delray Beach,FL,FLORIDA,26.46102,-80.119201,,"2,601",2019,,FL
American Academy of Dramatic Arts-Los Angeles,CA,CALIFORNIA,34.095315,-118.344097,,"2,602",2019,,CA
American Academy of Dramatic Arts-New York,NY,NEW YORK,40.745545,-73.984843,,"2,603",2019,,NY
American Academy of Personal Training,NY,NEW YORK,40.722342,-74.002465,,"2,604",2019,,NY
American Academy of Personal Training-Boston Campus,MA,MASSACHUSETTS,42.350664,-71.076196,,"2,605",2019,,MA
American Advanced Technicians Institute,FL,FLORIDA,25.884901,-80.323025,,"2,606",2019,,FL
American Baptist College,TN,TENNESSEE,36.201155,-86.789301,,"2,607",2019,,TN
American Baptist Seminary of the West,CA,CALIFORNIA,37.865252,-122.256149,,"2,608",2019,,CA
American Beauty Academy,UT,UTAH,40.034634,-111.733488,,"2,609",2019,,UT
American Beauty Academy-Murray Campus,UT,UTAH,40.64445,-111.866621,,"2,610",2019,,UT
American Beauty College,CA,CALIFORNIA,34.069367,-117.936959,,"2,611",2019,,CA
American Beauty School,NY,NEW YORK,40.835231,-73.86071,,"2,612",2019,,NY
American Broadcasting School-Oklahoma City,OK,OKLAHOMA,35.43527,-97.436129,,"2,613",2019,,OK
American Broadcasting School-Online Program,OK,OKLAHOMA,35.435629,-97.436428,,"2,614",2019,,OK
American Business and Technology University,MO,MISSOURI,39.77909,-94.819981,,"2,615",2019,,MO
American Career College-Anaheim,CA,CALIFORNIA,33.849876,-117.975644,,"2,616",2019,,CA
American Career College-Long Beach,CA,CALIFORNIA,33.770254,-118.190189,,"2,617",2019,,CA
American Career College-Los Angeles,CA,CALIFORNIA,34.079236,-118.292282,,"2,618",2019,,CA
American Career College-Lynwood,CA,CALIFORNIA,33.931919,-118.201182,,"2,619",2019,,CA
American Career College-Ontario,CA,CALIFORNIA,34.068204,-117.583814,,"2,620",2019,,CA
American Christian Academy,AL,,,,,37,2019,HS,AL
American College for Medical Careers,FL,FLORIDA,28.470997,-81.402271,,"2,621",2019,,FL
American College of Acupuncture and Oriental Med,TX,TEXAS,29.735747,-95.524522,,"2,622",2019,,TX
American College of Barbering,KY,KENTUCKY,38.084678,-85.670147,,"2,623",2019,,KY
American College of Hair Design Inc,MO,MISSOURI,38.711715,-93.269026,,"2,624",2019,,MO
American College of Hairstyling-Des Moines,IA,IOWA,41.592188,-93.610649,,"2,625",2019,,IA,,
American College of Healthcare,CA,CALIFORNIA,33.978807,-118.224906,,"2,626",2019,,CA,,
American College of Healthcare Sciences,OR,OREGON,45.486902,-122.675858,,"2,627",2019,,OR,,
American Conservatory Theater,CA,CALIFORNIA,37.787326,-122.404945,,"2,628",2019,,CA,,
American Film Institute Conservatory,CA,CALIFORNIA,34.10846,-118.309989,,"2,629",2019,,CA,,
American Fork High School,UT,,40.387,-111.781,,38,2019,HS,UT,,
American Hair Academy,IA,IOWA,40.962643,-91.524949,,"2,630",2019,,IA,,
American Heritage School (FL),FL,FLORIDA,26.1194711,-80.30801295,"American Heritage School, Southwest 2nd Street, Plantation, Broward County, Florida, 33325, USA",39,2019,HS,FL,X,"American Heritage School, Southwest 2nd Street, Plantation, Broward County, Florida, 33325, USA"
American Indian OIC Inc,MN,MINNESOTA,44.961993,-93.246166,,"2,631",2019,,MN,,
American Institute of Alternative Medicine,OH,OHIO,40.102442,-82.988733,,"2,632",2019,,OH,,
American Institute of Beauty,FL,FLORIDA,27.915072,-82.749094,,"2,633",2019,,FL,,
American Institute of Interior Design,AZ,ARIZONA,33.60486,-111.715081,,"2,634",2019,,AZ,,
American Institute of Massage Therapy,CA,CALIFORNIA,33.71488,-117.848291,,"2,635",2019,,CA,,
American Institute of Medical Sciences & Education,NJ,NEW JERSEY,40.56114,-74.437251,,"2,636",2019,,NJ,,
American Institute of Medical Technology,OK,OKLAHOMA,36.097785,-95.85261,,"2,637",2019,,OK,,
American Institute of Trucking,AZ,ARIZONA,33.442262,-112.175304,,"2,638",2019,,AZ,,
American Institute-Clifton,NJ,NEW JERSEY,40.873434,-74.130171,,"2,639",2019,,NJ
American Institute-Margate,FL,FLORIDA,26.243429,-80.199738,,"2,640",2019,,FL
American Institute-Toms River,NJ,NEW JERSEY,40.044556,-74.220894,,"2,641",2019,,NJ
American Institute-West Hartford,CT,CONNECTICUT,41.727016,-72.725762,,"2,642",2019,,CT
American InterContinental University-Atlanta,GA,GEORGIA,33.938779,-84.354907,,"2,643",2019,,GA
American InterContinental University-Houston,TX,TEXAS,29.728221,-95.548309,,"2,644",2019,,TX
American InterContinental University-Online,IL,ILLINOIS,42.0334,-88.032901,,"2,645",2019,,IL
American International College,MA,MASSACHUSETTS,42.112708,-72.558507,,40,2019,2,Northeast-10 Conference
American Jewish University,CA,CALIFORNIA,34.128099,-118.471764,,"2,646",2019,,CA
American Medical Academy,FL,FLORIDA,25.66273,-80.393361,,"2,647",2019,,FL
American Medical Sciences Center,CA,CALIFORNIA,34.147117,-118.256991,,"2,648",2019,,CA
American Musical and Dramatic Academy,NY,NEW YORK,40.772275,-73.987549,,"2,649",2019,,NY
American National University,VA,VIRGINIA,37.299714,-80.023597,,"2,650",2019,,VA
American National University-Canton,OH,OHIO,40.84992,-81.434131,,"2,651",2019,,OH
American National University-Cincinnati,OH,OHIO,39.190562,-84.473719,,"2,652",2019,,OH
American National University-Columbus,OH,OHIO,40.084811,-82.945951,,"2,653",2019,,OH
American National University-Dayton,OH,OHIO,39.700131,-84.126973,,"2,654",2019,,OH,,
American National University-Lexington,KY,KENTUCKY,38.028845,-84.419122,,"2,655",2019,,KY,,
American National University-Stow,OH,OHIO,41.160869,-81.400192,,"2,656",2019,,OH,,
American National University-Willoughby Hills,OH,OHIO,41.584599,-81.487375,,"2,657",2019,,OH,,
American National University-Youngstown,OH,OHIO,41.144911,-80.663894,,"2,658",2019,,OH,,
American Public University System,WV,WEST VIRGINIA,39.288383,-77.859781,,"2,659",2019,,WV,,
American River College,CA,CALIFORNIA,38.649734,-121.346012,,"2,660",2019,,CA,,
American Sentinel University,CO,COLORADO,39.67661,-104.831161,,"2,661",2019,,CO,,
American Trade School,MO,MISSOURI,38.72876,-90.380141,,"2,662",2019,,MO,,
American University,DC,DISTRICT OF COLUMBIA,38.937802,-77.090106,,"2,663",2019,,DC,,
American University of Health Sciences,CA,CALIFORNIA,33.797115,-118.171442,,"2,664",2019,,CA,,
Americas High School (TX),TX,TEXAS,31.7326106,-106.2783151,"Americas High School, Missy Yvette Drive, El Paso, El Paso County, Texas, 79936, USA",41,2019,HS,TX,X,"Americas High School, Missy Yvette Drive, El Paso, El Paso County, Texas, 79936, USA"
AmeriTech College-Draper,UT,UTAH,40.527932,-111.892792,,"2,665",2019,,UT,,
AmeriTech College-Provo,UT,UTAH,40.261512,-111.669276,,"2,666",2019,,UT,,
AMG School of Licensed Practical Nursing,NY,NEW YORK,40.692794,-73.982035,,"2,667",2019,,NY,,
