SCHOOL,State,State (full),Latitude,Longitude,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,Dummy
Lincoln Way West High School,IL,,,,"1,138",2019,HS,IL,,1
Lincoln-Sudbury High School,MA,,,,"1,139",2019,HS,MA,,1
Lindale High School (TX),TX,,,,"1,140",2019,HS,TX,,1
Lindbergh Senior High School (MO),MO,,,,"1,141",2019,HS,MO,,1
Lindenwood University,MO,MISSOURI,38.785425,-90.501286,"1,142",2019,NAIA,American Midwest Conference,X,1
Lindsey Hopkins Technical College,FL,FLORIDA,25.794676,-80.208154,"5,078",2019,,FL,,1
Lindsey Institute of Cosmetology,KY,KENTUCKY,36.94637,-86.421871,"5,079",2019,,KY,,1
Lindsey Wilson College,KY,KENTUCKY,37.101853,-85.299909,"5,080",2019,,KY,,1
Linfield College-McMinnville Campus,OR,OREGON,45.201333,-123.200464,"1,143",2019,3,Northwest Conference,X,1
Linfield College-School of Nursing,OR,OREGON,45.531529,-122.697345,"5,081",2019,,OR,,1
Linn-Benton Community College,OR,OREGON,44.586996,-123.115042,"1,144",2019,JC,Northwest Athletic Conference,X,1
Lipscomb University,TN,TENNESSEE,36.10469,-86.799304,"1,145",2019,1,Atlantic Sun Conference,X,1
Little Big Horn College,MT,MONTANA,45.603781,-107.455421,"5,082",2019,,MT,,1
Little Elm High School (TX),TX,,33.1813,-96.9069,"1,146",2019,HS,TX,X,1
Little Priest Tribal College,NE,NEBRASKA,42.232399,-96.470766,"5,083",2019,,NE,,1
Little Rock Christian Academy,AR,ARKANSAS,34.8121,-92.4819,"1,147",2019,HS,AR,X,1
LIU Brentwood,NY,NEW YORK,40.799667,-73.269771,"5,084",2019,,NY,,1
LIU Brooklyn,NY,NEW YORK,40.690134,-73.980872,"1,156",2019,1,Northeast Conference,,1
LIU Hudson at Rockland,NY,NEW YORK,41.134344,-74.08471,"5,085",2019,,NY,,1
LIU Hudson at Westchester,NY,NEW YORK,41.048648,-73.705238,"5,086",2019,,NY,,1
LIU Post,NY,NEW YORK,40.820043,-73.593279,"1,157",2019,2,East Coast Conference,X,1
LIU Post,NY,,40.8172,-73.5901,,2019,,,X,1
LIU Riverhead,NY,NEW YORK,40.876143,-72.6991,"5,087",2019,,NY,,1
LIU-University Center Campus,NY,NEW YORK,40.820345,-73.596728,"5,088",2019,,NY,X,1
Live Oak High School,LA,,,,"1,148",2019,HS,LA,,1
Lively Technical Center,FL,FLORIDA,30.448534,-84.339057,"5,089",2019,,FL,,1
Living Arts College,NC,NORTH CAROLINA,35.942892,-78.555726,"5,090",2019,,NC,,1
Livingston High School,NJ,,,,"1,149",2019,HS,NJ,,1
Livingstone College,NC,NORTH CAROLINA,35.670743,-80.484459,"5,091",2019,,NC,,1
Livonia Stevenson High School,MI,,,,"1,150",2019,HS,MI,,1
Lock Haven University,PA,PENNSYLVANIA,41.142097,-77.463565,"1,151",2019,2,Pennsylvania State Athletic Conference,X,1
Locust Grove High School,GA,GEORGIA,33.3497,-84.059,"1,152",2019,HS,GA,X,1
Logan University,MO,MISSOURI,38.63133,-90.542333,"5,092",2019,,MO,,1
Loma Linda University,CA,CALIFORNIA,34.051241,-117.260605,"5,093",2019,,CA,,1
Lone Star College System,TX,TEXAS,30.188408,-95.490077,"5,094",2019,,TX,,1
Long Beach City College,CA,CALIFORNIA,33.831741,-118.135819,"1,153",2019,JC,California Community College Athletic Association,X,1
Long Beach Polytechnic High School,CA,,33.79246,-118.185,"1,154",2019,HS,CA,,1
Long Island Barber Institute,NY,NEW YORK,40.69983,-73.615341,"5,095",2019,,NY,,1
Long Island Beauty School-Hauppauge,NY,NEW YORK,40.828573,-73.200285,"5,096",2019,,NY,,1
Long Island Beauty School-Hempstead,NY,NEW YORK,40.707701,-73.629666,"5,097",2019,,NY,,1
Long Island Business Institute,NY,NEW YORK,40.760109,-73.829457,"5,098",2019,,NY,,1
Long Island Nail & Skin Care Institute,NY,NEW YORK,40.725914,-73.499036,"5,099",2019,,NY,,1
Longview High School (TX),TX,,,,"1,158",2019,HS,TX,,1
Longwood University,VA,VIRGINIA,37.301073,-78.395789,"1,159",2019,1,Big South Conference,X,1
Longy School of Music of Bard College,MA,MASSACHUSETTS,42.378657,-71.123479,"5,100",2019,,MA,,1
Lorain County Community College,OH,OHIO,41.412448,-82.07242,"5,101",2019,,OH,,1
Lorain County Joint Vocational School District,OH,OHIO,41.262182,-82.213852,"5,102",2019,,OH,,1
Loraines Academy & Spa,FL,FLORIDA,27.783077,-82.713964,"5,103",2019,,FL,,1
Loras College,IA,IOWA,42.503908,-90.679023,"1,160",2019,3,Iowa Intercollegiate Athletic Conference,,1
Lord Fairfax Community College,VA,VIRGINIA,39.036001,-78.267325,"5,104",2019,,VA,,1
Lorenzo Walker Technical College,FL,FLORIDA,26.141199,-81.763355,"5,105",2019,,FL,,1
Los Angeles City College,CA,CALIFORNIA,34.087301,-118.292169,"5,106",2019,,CA,,1
Los Angeles College of Music,CA,CALIFORNIA,34.139293,-118.150113,"5,107",2019,,CA,,1
Los Angeles Community College District Office,CA,CALIFORNIA,34.048775,-118.258063,"5,108",2019,,CA,X,1
Los Angeles County College of Nursing and Allied Health,CA,CALIFORNIA,34.061605,-118.211418,"5,109",2019,,CA,,1
Los Angeles Film School,CA,CALIFORNIA,34.098214,-118.32827,"5,110",2019,,CA,,1
Los Angeles Harbor College,CA,CALIFORNIA,33.784201,-118.28186,"1,161",2019,JC,California Community College Athletic Association,,1
Los Angeles High School (CA),CA,CALIFORNIA,34.0554,-118.333,,2019,HS,,X,1
Los Angeles Mission College,CA,CALIFORNIA,34.314944,-118.419087,"1,162",2019,JC,Western State Conference,X,1
Los Angeles ORT College-Los Angeles Campus,CA,CALIFORNIA,34.063876,-118.369383,"5,111",2019,,CA,,1
Los Angeles ORT College-Van Nuys Campus,CA,CALIFORNIA,34.184896,-118.449629,"5,112",2019,,CA,,1
Los Angeles Pierce College,CA,CALIFORNIA,34.183949,-118.575071,"1,163",2019,JC,California Community College Athletic Association,,1
Los Angeles Southwest College,CA,CALIFORNIA,33.929586,-118.304674,"5,113",2019,,CA,,1
Los Angeles Trade Technical College,CA,CALIFORNIA,34.031907,-118.269447,"5,114",2019,,CA,,1
Los Angeles Valley College,CA,CALIFORNIA,34.176406,-118.421446,"1,164",2019,JC,Western State Conference,,1
"Los Gatos (Los Gatos, CA)",CA,,,,"1,165",2019,HS,CA,,1
Los Medanos College,CA,CALIFORNIA,38.005552,-121.861122,"5,115",2019,,CA,,1
Los Rios Community College District Office,CA,CALIFORNIA,38.579859,-121.417145,"5,116",2019,,CA,,1
Loudoun Valley High School (VA),VA,VIRGINIA,39.1375,-77.7013,,2019,HS,,X,1
Louisburg College,NC,NORTH CAROLINA,36.105393,-78.299709,"1,166",2019,JC,Carolinas Junior College Conference,X,1
Louisiana Academy of Beauty,LA,LOUISIANA,30.495111,-92.408948,"5,117",2019,,LA,,1
Louisiana College,LA,LOUISIANA,31.322286,-92.425567,"1,167",2019,3,American Southwest Conference,,1
Louisiana Culinary Institute,LA,LOUISIANA,30.410953,-91.06621,"5,118",2019,,LA,,1
Louisiana Delta Community College,LA,LOUISIANA,32.49637,-92.032664,"5,119",2019,,LA,,1
Louisiana State University and Agricultural & Mechanical College,LA,LOUISIANA,30.414986,-91.178921,"5,120",2019,,LA,,1
Louisiana State University Health Sciences Center-New Orleans,LA,LOUISIANA,29.957272,-90.083145,"5,121",2019,,LA,,1
Louisiana State University Health Sciences Center-Shreveport,LA,LOUISIANA,32.481019,-93.76081,"5,122",2019,,LA,,1
Louisiana State University-Alexandria,LA,LOUISIANA,31.178616,-92.414409,"5,123",2019,,LA,X,1
Louisiana State University-Eunice,LA,LOUISIANA,30.473292,-92.434523,"1,169",2019,JC,Unaffiliated,X,1
Louisiana State University-Main Campus,LA,LOUISIANA,30.4133,-91.18,"1,168",2019,1,Southeastern Conference,X,1
Louisiana State University-Shreveport,LA,LOUISIANA,32.428768,-93.703762,"1,170",2019,NAIA,Red River Athletic Conference,X,1
Louisiana Tech University,LA,LOUISIANA,32.528297,-92.649963,"1,171",2019,1,Conference USA,,1
Louisville Presbyterian Theological Seminary,KY,KENTUCKY,38.236941,-85.685726,"5,124",2019,,KY,,1
Lourdes High School,MN,,,,"1,172",2019,HS,MN,,1
Lourdes University,OH,OHIO,41.708694,-83.706649,"1,173",2019,NAIA,Wolverine-Hoosier Athletic Conference,,1
Love Beauty School Inc,TN,TENNESSEE,35.48855,-86.093791,"5,125",2019,,TN,,1
Lovett School,GA,,,,"1,174",2019,HS,GA,,1
Lowell Academy Hairstyling Institute,MA,MASSACHUSETTS,42.64368,-71.308097,"5,126",2019,,MA,,1
Lower Columbia College,WA,WASHINGTON,46.1428,-122.937653,"1,175",2019,JC,Northwest Athletic Conference,X,1
Lower Dauphin High School (PA),PA,PENNSYLVANIA,40.2601,-76.7059,,2019,HS,,X,1
Lowndes High School,FL,,,,"1,176",2019,HS,FL,,1
Loyd Star High School (MS),MS,MISSISSIPPI,,,,2019,HS,,X,1
Loyola Academy (IL),IL,,,,"1,177",2019,HS,IL,,1
Loyola Blakefield High School (MD),MD,MARYLAND,,,,2019,HS,,X,1
Loyola High School,,,,,"1,178",2019,HS,,,1
Loyola Marymount University,CA,CALIFORNIA,33.97085,-118.415744,"1,179",2019,1,West Coast Conference,X,1
Loyola University Chicago,IL,ILLINOIS,41.999161,-87.657399,"5,127",2019,,IL,,1
Loyola University Maryland,MD,MARYLAND,39.346358,-76.621872,"5,128",2019,,MD,,1
Loyola University New Orleans,LA,LOUISIANA,29.936141,-90.120417,"5,129",2019,,LA,,1
Lu Ross Academy,CA,CALIFORNIA,34.278034,-119.293952,"5,130",2019,,CA,,1
Lubbock Christian High School (TX),TX,,,,"1,180",2019,HS,TX,,1
Lubbock Christian University,TX,TEXAS,33.576273,-101.934816,"1,181",2019,2,Heartland Collegiate Athletic Conference,X,1
Lubbock Hair Academy,TX,TEXAS,33.563391,-101.876609,"5,131",2019,,TX,,1
Lubbock High School (TX),TX,,,,"1,182",2019,HS,TX,,1
Lubbock-Cooper High School (TX),TX,,,,"1,183",2019,HS,TX,,1
Lubbock-Coronado High School (TX),TX,,,,"1,184",2019,HS,TX,X,1
Lubbock-Estacado High School (TX),TX,,,,"1,185",2019,HS,TX,,1
Lubbock-Monterey High School (TX),TX,,,,"1,186",2019,HS,TX,,1
Luckes Beauty Academy,VA,VIRGINIA,37.08367,-76.457022,"5,132",2019,,VA,,1
Lufkin Central High School (TX),TX,,,,"1,187",2019,HS,TX,,1
Lufkin Hudson High School (TX),TX,,,,"1,188",2019,HS,TX,,1
Luna Community College,NM,NEW MEXICO,35.616303,-105.250865,"5,133",2019,,NM,,1
Lurleen B Wallace Community College,AL,ALABAMA,31.322947,-86.452262,"5,134",2019,,AL,X,1
Luther College,IA,IOWA,43.313584,-91.803971,"5,135",2019,,IA,,1
Luther Rice College & Seminary,GA,GEORGIA,33.697984,-84.123648,"5,136",2019,,GA,,1
Luther Seminary,MN,MINNESOTA,44.984815,-93.196754,"5,137",2019,,MN,,1
Lutheran High School (MO),MO,,,,"1,189",2019,HS,MO,,1
Lutheran School of Theology at Chicago,IL,ILLINOIS,41.795064,-87.599577,"5,138",2019,,IL,,1
Lutheran South Academy (TX),TX,,,,,2019,HS,,X,1
Lutheran Theological Seminary at Gettysburg,PA,PENNSYLVANIA,39.831961,-77.244231,"5,139",2019,,PA,,1
Lutheran Theological Seminary at Philadelphia,PA,PENNSYLVANIA,40.061636,-75.191496,"5,140",2019,,PA,,1
Luzerne County Community College,PA,PENNSYLVANIA,41.193154,-75.993218,"5,141",2019,,PA,,1
Lycoming College,PA,PENNSYLVANIA,41.246127,-77.0003,"5,142",2019,,PA,,1
Lyles Fresno College of Beauty,CA,CALIFORNIA,36.836251,-119.773747,"5,143",2019,,CA,,1
Lyman Ward Military Academy (TX),TX,,,,"1,190",2019,HS,TX,,1
Lynchburg College,VA,VIRGINIA,37.397678,-79.184153,"1,191",2019,3,Old Dominion Athletic Conference,,1
Lyndon State College,VT,VERMONT,44.53433,-72.024563,"5,144",2019,,VT,,1
Lynn University,FL,FLORIDA,26.382777,-80.123851,"1,192",2019,2,Sunshine State Conference,X,1
Lynnes Welding Training,ND,NORTH DAKOTA,46.879868,-96.823617,"5,145",2019,,ND,,1
Lynwood High School (CA),CA,CALIFORNIA,33.9293,-118.2139,,2019,HS,,X,1
Lyon College,AR,ARKANSAS,35.777619,-91.625354,"1,193",2019,NAIA,American Midwest Conference,,1
Lyons Township High School (IL),IL,ILLINOIS,41.8122,-87.8803,,2019,HS,,X,1
Lytles Redwood Empire Beauty College Inc,CA,CALIFORNIA,38.508581,-122.758546,"5,146",2019,,CA,,1
M J Murphy Beauty College of Mount Pleasant,MI,MICHIGAN,43.604862,-84.779388,"5,147",2019,,MI,,1
M Stoneman Douglas High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
M T Training Center,TX,TEXAS,32.72,-97.042564,"5,148",2019,,TX,,1
M-DCPS The English Center,FL,FLORIDA,25.739631,-80.251702,"5,149",2019,,FL,,1
Macalester College,MN,MINNESOTA,44.936709,-93.169855,"1,195",2019,3,Minnesota Intercollegiate Athletic Conference,X,1
Macarthur High School (TX),TX,,,,"1,196",2019,HS,TX,X,1
MacCormac College,IL,ILLINOIS,41.881898,-87.626657,"5,150",2019,,IL,,1
Machzikei Hadath Rabbinical College,NY,NEW YORK,40.628037,-73.988435,"5,151",2019,,NY,,1
MacMurray College,IL,ILLINOIS,39.730226,-90.22175,"1,194",2019,3,Upper Midwest Athletic Conference,,1
Macomb Community College,MI,MICHIGAN,42.507039,-82.97373,"1,197",2019,JC,Michigan Community College Athletic Association,,1
Madison Adult Career Center,OH,OHIO,40.774328,-82.460912,"5,152",2019,,OH,,1
Madison Area Technical College,WI,WISCONSIN,43.12183,-89.327921,"1,198",2019,JC,North Central Community College Conference,,1
Madison College,WI,WISCONSIN,,,,2019,,,X,1
Madison County High School,FL,,,,"1,199",2019,HS,FL,X,1
Madison High School (TX),TX,,,,"1,200",2019,HS,TX,,1
Madison High School (Virginia),VA,,,,"1,201",2019,HS,VA,,1
Madison Media Institute,WI,WISCONSIN,43.059295,-89.293742,"5,153",2019,,WI,,1
Madison Media Institute-Rockford Career College,IL,ILLINOIS,42.255723,-89.02722,"5,154",2019,,IL,,1
Madison Memorial High School (WI),WI,WISCONSIN,,,,2019,HS,,X,1
Madison Oneida BOCES-Practical Nursing Program,NY,NEW YORK,43.212894,-75.461279,"5,155",2019,,NY,,1
Madisonville Community College,KY,KENTUCKY,37.362661,-87.512137,"5,156",2019,,KY,,1
Madonna University,MI,MICHIGAN,42.386463,-83.407306,"1,202",2019,JC,Wolverine-Hoosier Athletic Conference,,1
Madson County High School,FL,,,,"1,203",2019,HS,FL,,1
Magnolia College of Cosmetology,MS,MISSISSIPPI,32.359614,-90.151826,"5,157",2019,,MS,,1
Magnolia Heights High School (MS),MS,MISSISSIPPI,,,"1,204",2019,HS,MS,X,1
Magnolia High School (TX),TX,,,,"1,205",2019,HS,TX,X,1
Magnolia West High School (TX),TX,,,,"1,206",2019,HS,TX,X,1
Maharishi University of Management,IA,IOWA,41.017781,-91.967306,"5,158",2019,,IA,,1
Mahomet-Seymour High School,IL,,,,"1,207",2019,HS,IL,,1
Mahoning County Career and Technical Center,OH,OHIO,41.032696,-80.787668,"5,159",2019,,OH,,1
Maine College of Art,ME,MAINE,43.653672,-70.26195,"5,160",2019,,ME,,1
Maine College of Health Professions,ME,MAINE,44.100458,-70.21732,"5,161",2019,,ME,,1
Maine Maritime Academy,ME,MAINE,44.389654,-68.804347,"5,162",2019,,ME,,1
Maize High School (KS),KS,,,,"1,208",2019,HS,KS,,1
Maize South High School (KS),KS,,,,"1,209",2019,HS,KS,,1
Make-up Designory,CA,CALIFORNIA,34.180238,-118.308336,"5,163",2019,,CA,,1
Mallard Creek High School,NC,,,,"1,210",2019,HS,NC,,1
Malone University,OH,OHIO,40.826516,-81.383525,"1,211",2019,2,Great Midwest Athletic Conference,,1
Malvern Prep High School,PA,PENNSYLVANIA,,,"1,212",2019,HS,PA,X,1
Manassas Park High School,WA,,,,"1,213",2019,HS,WA,,1
Manatee Technical College,FL,FLORIDA,27.447894,-82.481088,"5,164",2019,,FL,,1
Manchester Community College,CT,CONNECTICUT,41.761625,-72.561939,"5,165",2019,,CT,,1
Manchester University,IN,INDIANA,41.011609,-85.758762,"1,214",2019,3,Heartland Collegiate Athletic Conference,,1
Mandalyn Academy,UT,UTAH,40.371763,-111.78129,"5,166",2019,,UT,,1
Mandl School-The College of Allied Health,NY,NEW YORK,40.764351,-73.983749,"5,167",2019,,NY,,1
Manhattan Area Technical College,KS,KANSAS,39.197774,-96.615672,"5,168",2019,,KS,,1
Manhattan Christian College,KS,KANSAS,39.185764,-96.579018,"5,169",2019,,KS,,1
Manhattan College,NY,NEW YORK,40.889756,-73.901893,"1,215",2019,1,Metro Atlantic Athletic Conference,X,1
Manhattan High School (KS),KS,KANSAS,,,"1,216",2019,HS,KS,X,1
Manhattan Institute,NY,NEW YORK,40.749711,-73.986929,"5,170",2019,,NY,,1
Manhattan School of Computer Technology,NY,NEW YORK,40.634492,-73.967148,"5,171",2019,,NY,,1
Manhattan School of Music,NY,NEW YORK,40.812341,-73.961691,"5,172",2019,,NY,,1
Manhattanville College,NY,NEW YORK,41.032187,-73.715645,"1,217",2019,3,Freedom Conference,,1
Mankato High School East,MI,,,,"1,218",2019,HS,MI,,1
Mankato High School West,MI,,,,"1,219",2019,HS,MI,,1
Manor College,PA,PENNSYLVANIA,40.086409,-75.103749,"5,173",2019,,PA,,1
Mansfield Beauty Schools-Quincy,MA,MASSACHUSETTS,42.244852,-71.003129,"5,174",2019,,MA,,1
Mansfield Beauty Schools-Springfield,MA,MASSACHUSETTS,42.10372,-72.59147,"5,175",2019,,MA,,1
Mansfield Legacy High School (TX),TX,,,,"1,220",2019,HS,TX,,1
Mansfield University of Pennsylvania,PA,PENNSYLVANIA,41.807467,-77.073901,"1,221",2019,2,Pennsylvania State Athletic Conference,,1
Manuel and Theresa's School of Hair Design-Bryan,TX,TEXAS,30.675408,-96.373463,"5,176",2019,,TX,,1
Manuel and Theresa's School of Hair Design-Victoria,TX,TEXAS,28.799901,-96.991589,"5,177",2019,,TX,,1
Maple Springs Baptist Bible College and Seminary,MD,MARYLAND,38.86348,-76.942465,"5,178",2019,,MD,,1
Maplewoods Community College,MO,MISSOURI,,,,2019,,,X,1
Maranatha Baptist University,WI,WISCONSIN,43.195709,-88.735055,"1,222",2019,3,Independent,,1
Maranatha High School,CA,CALIFORNIA,,,"1,223",2019,HS,CA,X,1
Marchman Technical Education Center,FL,FLORIDA,28.2692,-82.688781,"5,179",2019,,FL,,1
Marcus High School (TX),TX,,,,"1,224",2019,HS,TX,X,1
Margaret H Rollins School of Nursing at Beebe Medical Center,DE,DELAWARE,38.771265,-75.142425,"5,180",2019,,DE,,1
Maria College of Albany,NY,NEW YORK,42.656506,-73.805986,"5,181",2019,,NY,,1
Marian Catholic High School (IL),IL,ILLINOIS,,,"1,225",2019,HS,IL,X,1
Marian Health Careers Center-Los Angeles Campus,CA,CALIFORNIA,34.062096,-118.295073,"5,182",2019,,CA,,1
Marian Health Careers Center-Van Nuys Campus,CA,CALIFORNIA,34.177483,-118.465561,"5,183",2019,,CA,,1
Marian University,WI,WISCONSIN,43.777411,-88.420638,"1,226",2019,3,Northern Athletics Collegiate Conference,,1
Maricopa Community College System Office,AZ,ARIZONA,33.412915,-111.975786,"5,184",2019,,AZ,,1
Maricopa Skill Center,AZ,ARIZONA,33.435686,-112.054912,"5,185",2019,,AZ,,1
Marietta College,OH,OHIO,39.41668,-81.450045,"5,186",2019,,OH,,1
Marina High School,CA,CALIFORNIA,,,"1,227",2019,HS,CA,X,1
Marion L. Steele High School,OH,,,,"1,228",2019,HS,OH,,1
Marion Military Institute,AL,ALABAMA,32.623734,-87.322041,"1,229",2019,JC,Alabama Community College Conference,,1
Marion S Whelan School of Nursing of Geneva General Hospital,NY,NEW YORK,42.877027,-76.988008,"5,187",2019,,NY,,1
Marion Technical College,OH,OHIO,40.579256,-83.090763,"5,188",2019,,OH,,1
Marist College,NY,NEW YORK,41.721955,-73.934342,"1,230",2019,1,Metro Atlantic Athletic Conference,X,1
Marist High School (IL),IL,ILLINOIS,,,"1,231",2019,HS,IL,X,1
Marketti Academy of Cosmetology,MI,MICHIGAN,42.683352,-83.374733,"5,189",2019,,MI,,1
Marlboro College,VT,VERMONT,42.839603,-72.736552,"5,190",2019,,VT,,1
Marlboro College Graduate & Professional Studies,VT,VERMONT,42.850323,-72.55636,"5,191",2019,,VT,,1
Marquette Senior High School (MO),MO,,,,"1,232",2019,HS,MO,,1
Marquette University,WI,WISCONSIN,43.03903,-87.927961,"5,192",2019,,WI,,1
Mars Area High School (PA),PA,PENNSYLVANIA,,,,2019,HS,,X,1
Mars Hill University,NC,NORTH CAROLINA,35.825858,-82.550859,"1,233",2019,2,South Atlantic Conference,X,1
Marshall B Ketchum University,CA,CALIFORNIA,33.889819,-117.886158,"5,193",2019,,CA,,1
Marshall High School (Virginia),VA,,,,"1,234",2019,HS,VA,,1
Marshall University,WV,WEST VIRGINIA,38.422482,-82.428964,"1,235",2019,1,Conference USA,X,1
Marshalltown Community College,IA,IOWA,42.00065,-92.909411,"5,194",2019,,IA,X,1
Martin Community College,NC,NORTH CAROLINA,35.836254,-77.095389,"5,195",2019,,NC,,1
Martin County High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
Martin Luther College,MN,MINNESOTA,44.3046,-94.473422,"5,196",2019,,MN,,1
Martin Luther King High School (CA),CA,CALIFORNIA,,,,2019,HS,,X,1
Martin Methodist College,TN,TENNESSEE,35.200662,-87.035085,"5,197",2019,,TN,,1
Martin University,IN,INDIANA,39.79829,-86.102731,"5,198",2019,,IN,,1
Martinsburg College,WV,WEST VIRGINIA,39.48705,-77.959701,"5,199",2019,,WV,,1
Mary Baldwin University,VA,VIRGINIA,38.153884,-79.069273,"5,200",2019,,VA,,1
Marygrove College,MI,MICHIGAN,42.414415,-83.154109,"5,201",2019,,MI,,1
Maryland Beauty Academy,MD,MARYLAND,39.458194,-76.822133,"5,202",2019,,MD,,1
Maryland Beauty Academy of Essex,MD,MARYLAND,39.29844,-76.509213,"5,203",2019,,MD,,1
Maryland Institute College of Art,MD,MARYLAND,39.308792,-76.621033,"5,204",2019,,MD,,1
Maryland University of Integrative Health,MD,MARYLAND,39.165872,-76.888025,"5,205",2019,,MD,,1
Marylhurst University,OR,OREGON,45.398174,-122.647755,"5,206",2019,,OR,,1
Marymount California University,CA,CALIFORNIA,33.73463,-118.333404,"1,236",2019,2,California Pacific Conference,,1
Marymount Manhattan College,NY,NEW YORK,40.769108,-73.959676,"5,207",2019,,NY,,1
Marymount University,VA,VIRGINIA,38.905552,-77.128799,"1,237",2019,JC,California Pacific Conference,,1
Maryville College,TN,TENNESSEE,35.751969,-83.963853,"1,238",2019,3,USA South Athletic Conference,,1
Maryville High School,TN,,,,"1,239",2019,HS,TN,,1
Maryville University of Saint Louis,MO,MISSOURI,38.645474,-90.505096,"1,240",2019,2,Great Lakes Valley Conference,,1
Marywood University,PA,PENNSYLVANIA,41.434978,-75.633996,"1,241",2019,3,Colonial States Athletic Conference,X,1
Mason High School,OH,,39.3507,-84.3069,"1,242",2019,HS,OH,,1
Massachusetts Bay Community College,MA,MASSACHUSETTS,42.312697,-71.264004,"1,247",2019,JC,Massachusetts Community College Athletic Association,,1
Massachusetts College of Art and Design,MA,MASSACHUSETTS,42.336862,-71.099275,"5,208",2019,,MA,,1
Massachusetts College of Liberal Arts,MA,MASSACHUSETTS,42.691361,-73.102817,"1,243",2019,3,Massachusetts State Collegiate Athletic Conference,,1
Massachusetts General Hospital Dietetic Internship,MA,MASSACHUSETTS,42.362612,-71.068939,"5,209",2019,,MA,,1
Massachusetts Institute of Technology,MA,MASSACHUSETTS,42.360095,-71.092115,"1,244",2019,3,New England Women's and Men's Athletic Conference,,1
Massachusetts Maritime Academy,MA,MASSACHUSETTS,41.740538,-70.623953,"5,210",2019,,MA,,1
Massachusetts School of Barbering,MA,MASSACHUSETTS,42.247457,-71.001891,"5,211",2019,,MA,,1
Massachusetts School of Law,MA,MASSACHUSETTS,42.688042,-71.20203,"5,212",2019,,MA,,1
Massage Therapy Institute of Colorado,CO,COLORADO,39.739051,-104.959486,"5,213",2019,,CO,,1
Massage Therapy Trainining Institute,NM,NEW MEXICO,32.31086,-106.781891,"5,214",2019,,NM,,1
Massapequa High School (NY),NY,,,,,2019,HS,,X,1
Massaponax High School,VA,,,,"1,245",2019,HS,VA,,1
Massasoit Community College,MA,MASSACHUSETTS,42.07507,-70.989799,"1,246",2019,JC,Massachusetts Community College Athletic Association,,1
Mater Dei High School,CA,CALIFORNIA,,,"1,248",2019,HS,CA,X,1
Mauna Loa Helicopters,HI,HAWAII,19.729107,-156.041847,"5,215",2019,,HI,,1
Mayfield College,CA,CALIFORNIA,33.790822,-116.458827,"5,216",2019,,CA,,1
Mayland Community College,NC,NORTH CAROLINA,35.934475,-82.016988,"5,217",2019,,NC,,1
Mayo Clinic Graduate School of Biomedical Sciences,MN,MINNESOTA,44.020617,-92.466919,"5,218",2019,,MN,,1
Mayo Clinic School of Health Sciences,MN,MINNESOTA,44.022784,-92.466645,"5,219",2019,,MN,,1
Mayo Clinic School of Medicine,MN,MINNESOTA,44.020808,-92.466417,"5,220",2019,,MN,,1
Maysville Community and Technical College,KY,KENTUCKY,38.627026,-83.805641,"5,221",2019,,KY,,1
Mayville State University,ND,NORTH DAKOTA,47.504671,-97.322545,"5,222",2019,,ND,,1
McAdory High School,AL,,33.3308,-87.0009,"1,249",2019,HS,AL,,1
McArthur High School (FL),FL,FLORIDA,,,,2019,HS,,X,1
McCann School of Business & Technology,LA,LOUISIANA,32.524328,-92.10098,"5,223",2019,,LA,,1
McCook Community College,NV,NEVADA,,,,2019,,,X,1
McCormick Theological Seminary,IL,ILLINOIS,41.793514,-87.5961,"5,224",2019,,IL,,1
McDaniel College,MD,MARYLAND,39.584879,-77.001662,"1,250",2019,3,Centennial Conference,,1
McDowell Technical Community College,NC,NORTH CAROLINA,35.65622,-81.960896,"5,225",2019,,NC,,1
McGill-Toolen Catholic High School,AL,,,,"1,251",2019,HS,AL,X,1
McHenry County College,IL,ILLINOIS,42.258844,-88.366138,"5,226",2019,,IL,X,1
McIntosh High School (GA),GA,GEORGIA,,,,2019,HS,,X,1
McKeel Academy (FL),FL,FLORIDA,,,,2019,HS,,X,1
McKendree University,IL,ILLINOIS,38.609431,-89.814486,"5,227",2019,,IL,,1
McKinleyville High School,CA,,,,"1,252",2019,HS,CA,,1
McKinney Boyd High School (TX),TX,,,,"1,253",2019,HS,TX,,1
McKinney North High School (TX),TX,,,,"1,254",2019,HS,TX,X,1
McLean High School (Virginia),VA,,,,"1,255",2019,HS,VA,,1
McLennan Community College,TX,TEXAS,31.590003,-97.17287,"1,256",2019,JC,NTJCAC,X,1
McMurry University,TX,TEXAS,32.429776,-99.748682,"1,257",2019,3,American Southwest Conference,,1
McNally Smith College of Music,MN,MINNESOTA,44.949678,-93.097556,"5,228",2019,,MN,,1
McNeese State University,LA,LOUISIANA,30.180762,-93.215648,"1,258",2019,1,Southland Conference,X,1
McPherson College,KS,KANSAS,38.371464,-97.6443,"1,259",2019,NAIA,Kansas Collegiate Athletic Conference,,1
MCPHS University,MA,MASSACHUSETTS,42.337036,-71.100964,"5,229",2019,,MA,,1
Mead Senior High School,WA,,,,"1,260",2019,HS,WA,,1
