SCHOOL,State,State (full),Latitude,Longitude,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,Dummy
George Wallace Community College,AL,Alabama,32.4466,-87.0125,,2019,,,X,1
George Washington University,DC,DISTRICT OF COLUMBIA,38.89865,-77.047871,761,2019,1,Atlantic 10 Conference,X,1
Georgetown College,KY,KENTUCKY,38.207934,-84.554583,762,2019,NAIA,Mid-South Conference,,1
Georgetown High School (TX),TX,Texas,30.6621,-97.6667,,2019,HS,,X,1
Georgetown Preparatory High School (MD),MD,MARYLAND,39.0325,-77.1094,,2019,HS,,X,1
Georgetown University,DC,DISTRICT OF COLUMBIA,38.908809,-77.073463,763,2019,1,Big East,X,1
Georgia Beauty Academy,GA,GEORGIA,34.784988,-84.997349,"4,401",2019,,GA,,1
Georgia Career Institute,GA,GEORGIA,33.64336,-84.018321,"4,402",2019,,GA,,1
Georgia Christian University,GA,GEORGIA,33.9284,-84.268101,"4,403",2019,,GA,,1
Georgia College and State University,GA,GEORGIA,33.082787,-83.231962,764,2019,2,Peach Belt Conference,X,1
Georgia Gwinnett College,GA,GEORGIA,33.979915,-84.001135,765,2019,NAIA,Unaffiliated,X,1
Georgia Highlands College,GA,GEORGIA,34.169791,-85.207356,"4,404",2019,,GA,,1
Georgia Institute of Cosmetology,GA,GEORGIA,33.936847,-83.454584,"4,405",2019,,GA,,1
Georgia Institute of Technology-Main Campus,GA,GEORGIA,33.77242,-84.394832,769,2019,1,Atlantic Coast Conference,X,1
Georgia Military College,GA,GEORGIA,33.07865,-83.224401,"4,406",2019,,GA,,1
Georgia Northwestern Technical College,GA,GEORGIA,34.224673,-85.171361,"4,407",2019,,GA,,1
Georgia Piedmont Technical College,GA,GEORGIA,33.789898,-84.234504,"4,408",2019,,GA,,1
Georgia Premier Academy (GA),GA,GEORGIA,32.478,-81.811,,2019,HS,,X,1
Georgia Southern University,GA,GEORGIA,32.428808,-81.782232,766,2019,1,Sun Belt Conference,X,1
Georgia Southwestern State University,GA,GEORGIA,32.054662,-84.217738,767,2019,2,Peach Belt Conference,,1
Georgia State University,GA,GEORGIA,33.7527,-84.38667,768,2019,1,Sun Belt Conference,X,1
Georgia State University-Perimeter College,GA,GEORGIA,33.753426,-84.385712,"4,409",2019,,GA,,1
Georgian Court University,NJ,NEW JERSEY,40.098706,-74.22622,"4,410",2019,,NJ,,1
Gerbers Akron Beauty School,OH,OHIO,41.113868,-81.57615,"4,411",2019,,OH,,1
Germanna Community College,VA,VIRGINIA,38.375556,-77.780132,"4,412",2019,,VA,,1
Germantown High School (MS),MS,MISSISSIPPI,32.5351,-90.1045,770,2019,HS,MS,X,1
Germantown High School (TN),TN,TENNESSEE,35.0824,-89.8078,771,2019,HS,TN,X,1
Gettysburg College,PA,PENNSYLVANIA,39.836091,-77.234982,772,2019,3,Centennial Conference,,1
Gibsonburg High School,OH,,,,773,2019,HS,OH,,1
Giles County High School (TN),TN,TENNESSEE,35.1903,-87.0271,,2019,HS,,X,1
Gill-Tech Academy of Hair Design,WI,WISCONSIN,44.261209,-88.4843,"4,413",2019,,WI,,1
Girard High School (KS),KS,,,,774,2019,HS,KS,,1
Glen Dow Academy of Hair Design,WA,WASHINGTON,47.657793,-117.416516,"4,414",2019,,WA,,1
Glen Oaks Community College,MI,MICHIGAN,41.892504,-85.496929,"4,415",2019,,MI,,1
Glendale Career College,CA,CALIFORNIA,34.149771,-118.254719,"4,416",2019,,CA,,1
Glendale Community College,AZ,ARIZONA,33.570226,-112.190735,775,2019,JC,Arizona Community College Athletic Conference,X,1
Glendora High School,CA,CALIFORNIA,34.1343,-117.8356,776,2019,HS,CA,X,1
Glenville State College,WV,WEST VIRGINIA,38.935341,-80.833597,777,2019,2,Mountain East Conference,,1
Glenwood Beauty Academy,CO,COLORADO,39.561947,-107.359099,"4,417",2019,,CO,,1
Global Health College,VA,VIRGINIA,38.813307,-77.138466,"4,418",2019,,VA,,1
Gloria Francis School of Make-Up Artistry,NY,NEW YORK,40.767292,-73.526061,"4,419",2019,,NY,,1
Gloucester Catholic High School (NJ),NJ,NEW JERSEY,39.8964,-75.1243,,2019,HS,,X,1
Gnomon School of Visual Effects,CA,CALIFORNIA,34.090094,-118.329106,"4,420",2019,,CA,,1
Godby High School,FL,,,,778,2019,HS,FL,,1
Goddard College,VT,VERMONT,44.27912,-72.437252,"4,421",2019,,VT,,1
Goddard High School (KS),KS,,,,779,2019,HS,KS,,1
Godley High School (TX),TX,TEXAS,32.455,-97.5449,,2019,HS,,X,1
Gods Bible School and College,OH,OHIO,39.115484,-84.506036,"4,422",2019,,OH,,1
Gogebic Community College,MI,MICHIGAN,46.471893,-90.165592,"4,423",2019,,MI,,1
Golden Gate University-San Francisco,CA,CALIFORNIA,37.789208,-122.398785,"4,424",2019,,CA,,1
Golden State College of Court Reporting,CA,CALIFORNIA,37.689998,-121.930179,"4,425",2019,,CA,,1
Golden West College,CA,CALIFORNIA,33.733775,-118.003036,780,2019,JC,Orange Empire Conference,X,1
Goldey-Beacom College,DE,DELAWARE,39.742464,-75.694018,781,2019,2,Central Atlantic Collegiate Conference,,1
Golf Academy of America-Dallas,TX,TEXAS,32.9219,-96.918151,"4,426",2019,,TX,,1
Golf Academy of America-Myrtle Beach,SC,SOUTH CAROLINA,33.718217,-78.926004,"4,427",2019,,SC,,1
Golf Academy of America-Orlando,FL,FLORIDA,28.67274,-81.451511,"4,428",2019,,FL,,1
Golf Academy of America-Phoenix,AZ,ARIZONA,33.33601,-111.839491,"4,429",2019,,AZ,,1
Golf Academy of America-San Diego,CA,CALIFORNIA,33.12291,-117.283394,"4,430",2019,,CA,,1
Gonzaga University,WA,WASHINGTON,47.668144,-117.403062,782,2019,1,West Coast Conference,X,1
Good Samaritan College of Nursing and Health Science,OH,OHIO,39.140162,-84.523399,"4,431",2019,,OH,,1
Goodwin College,CT,CONNECTICUT,41.742977,-72.64032,"4,432",2019,,CT,,1
Goose Creek Memorial High School (TX),TX,TEXAS,29.7752,-95.3103,,2019,HS,,X,1
Gordo High School,AL,,,,783,2019,HS,AL,,1
Gordon College,MA,MASSACHUSETTS,42.588173,-70.819133,784,2019,3,The Commonwealth Coast Conference,,1
Gordon Cooper Technology Center,OK,OKLAHOMA,35.380321,-96.908013,"4,433",2019,,OK,,1
Gordon State College,GA,GEORGIA,33.045208,-84.152548,"4,434",2019,,GA,,1
Gordon-Conwell Theological Seminary,MA,MASSACHUSETTS,42.613475,-70.846387,"4,435",2019,,MA,,1
Goshen College,IN,INDIANA,41.564254,-85.826766,785,2019,NAIA,Crossroads League,,1
Goucher College,MD,MARYLAND,39.410175,-76.594843,"4,436",2019,,MD,,1
Gould's Academy,TN,TENNESSEE,35.098298,-89.860578,"4,437",2019,,TN,,1
Governor Livingston High School,NJ,NEW JERSEY,40.6869,-74.387,786,2019,HS,NJ,X,1
Governors State University,IL,ILLINOIS,41.448603,-87.717012,"4,438",2019,,IL,,1
Grabber School of Hair Design,MO,MISSOURI,38.55748,-90.390991,"4,439",2019,,MO,,1
Grace Bible College,MI,MICHIGAN,42.919541,-85.692077,"4,440",2019,,MI,,1
Grace Christian of Knoxville,TN,,,,787,2019,HS,TN,,1
Grace College and Theological Seminary,IN,INDIANA,41.226473,-85.813931,788,2019,NAIA,Crossroads League,,1
Grace College of Barbering,NC,NORTH CAROLINA,35.60596,-77.383201,"4,441",2019,,NC,,1
Grace College of Divinity,NC,NORTH CAROLINA,35.058616,-78.961305,"4,442",2019,,NC,,1
Grace Community High School (TX),TX,,,,789,2019,HS,TX,,1
Grace International Beauty School,NY,NEW YORK,40.75904,-73.828461,"4,443",2019,,NY,,1
Grace Mission University,CA,CALIFORNIA,33.867663,-117.958208,"4,444",2019,,CA,,1
Grace School of Theology,TX,TEXAS,30.20579,-95.472351,"4,445",2019,,TX,,1
Grace University,NE,NEBRASKA,41.244723,-95.92789,"4,446",2019,,NE,,1
Graceland University-Lamoni,IA,IOWA,40.615966,-93.924893,"4,447",2019,,IA,,1
Graduate Theological Union,CA,CALIFORNIA,37.87554,-122.261847,"4,448",2019,,CA,,1
Grady Health System Professional Schools,GA,GEORGIA,33.752007,-84.382393,"4,449",2019,,GA,,1
Graham Hospital School of Nursing,IL,ILLINOIS,40.55327,-90.038475,"4,450",2019,,IL,,1
Graham Webb International Academy of Hair,VA,VIRGINIA,38.89514,-77.069339,"4,451",2019,,VA,,1
Grambling State University,LA,LOUISIANA,32.522702,-92.717367,790,2019,1,Southwestern Athletic Conference,X,1
Grand Canyon University,AZ,ARIZONA,33.512172,-112.129917,791,2019,1,Western Athletic Conference,X,1
Grand Junction High School (CO),CO,COLORADO,39.0802,-108.5631,792,2019,HS,CO,X,1
Grand Rapids Community College,MI,MICHIGAN,42.966408,-85.666571,793,2019,JC,Michigan Community College Athletic Association,,1
Grand River Technical School,MO,MISSOURI,39.798864,-93.559669,"4,452",2019,,MO,,1
Grand Street Campus High School,NY,,40.712,-73.9399,794,2019,HS,NY,,1
Grand Valley State University,MI,MICHIGAN,42.965208,-85.887519,795,2019,2,Great Lakeland Intercollegiate Athletic Conference,X,1
Grand View University,IA,IOWA,41.620813,-93.604352,796,2019,NAIA,Heart of America Athletic Conference,X,1
Grandview High School (CO),CO,,,,797,2019,HS,CO,,1
Granite Hills High School,CA,,,,798,2019,HS,CA,,1
Granite State College,NH,NEW HAMPSHIRE,43.19291,-71.527241,"4,453",2019,,NH,,1
Grant Pass High School,OR,,,,799,2019,HS,OR,,1
Grantham University,KS,KANSAS,38.92258,-94.771491,"4,454",2019,,KS,,1
Grants Pass High School,OR,,,,800,2019,HS,OR,,1
Grantsville High School,UT,,,,801,2019,HS,UT,,1
Gratz College,PA,PENNSYLVANIA,40.067206,-75.133915,"4,455",2019,,PA,,1
Gravette High School,AR,,,,802,2019,HS,AR,,1
Grays Harbor College,WA,WASHINGTON,46.953411,-123.802931,803,2019,JC,Northwest Athletic Conference,,1
Grayson College,TX,TEXAS,33.706482,-96.633557,804,2019,JC,NTJCAC,X,1
Grayson High School (GA),GA,GEORGIA,33.8683,-83.9238,,2019,HS,,X,1
Great Basin College,NV,NEVADA,40.84242,-115.76733,"4,456",2019,,NV,,1
Great Bay Community College,NH,NEW HAMPSHIRE,43.072093,-70.798969,"4,457",2019,,NH,,1
Great Falls College Montana State University,MT,MONTANA,47.485581,-111.269558,"4,458",2019,,MT,,1
Great Lakes Christian College,MI,MICHIGAN,42.754249,-84.638714,"4,459",2019,,MI,,1
Great Lakes Institute of Technology,PA,PENNSYLVANIA,42.079508,-80.091816,"4,460",2019,,PA,,1
Great Oak High School (CA),CA,CALIFORNIA,33.4528,-117.0923,,2019,HS,,X,1
Great Oaks Career Campuses,OH,OHIO,39.289951,-84.413556,"4,461",2019,,OH,,1
Great Plains Technology Center,OK,OKLAHOMA,34.593953,-98.447017,"4,462",2019,,OK,,1
Greater Altoona Career & Technology Center,PA,PENNSYLVANIA,40.508337,-78.398094,"4,463",2019,,PA,,1
Greater Johnstown Career and Technology Center,PA,PENNSYLVANIA,40.272734,-78.83114,"4,464",2019,,PA,,1
Greater Lowell Technical School,MA,MASSACHUSETTS,42.653917,-71.38618,"4,465",2019,,MA,,1
Green Country Technology Center,OK,OKLAHOMA,35.63293,-95.9365,"4,466",2019,,OK,,1
Green Hope High School,NC,,,,805,2019,HS,NC,,1
Green Mountain College,VT,VERMONT,43.517134,-73.241107,"4,467",2019,,VT,,1
Green River College,WA,WASHINGTON,47.312277,-122.178175,806,2019,JC,Northwest Athletic Conference,,1
Green Valley High School,NV,,,,807,2019,HS,NV,,1
Greenbrier Christian Academy,VA,,,,808,2019,HS,VA,,1
Greenbrier High School (GA),GA,GEORGIA,33.5884,-82.1919,,2019,HS,,X,1
Greene County Career and Technology Center,PA,PENNSYLVANIA,39.895622,-80.15002,"4,468",2019,,PA,,1
Greene County Vocational School District,OH,OHIO,39.769591,-83.946096,"4,469",2019,,OH,,1
Greenfield Community College,MA,MASSACHUSETTS,42.599521,-72.630978,"4,470",2019,,MA,,1
Greensboro College,NC,NORTH CAROLINA,36.071082,-79.800232,809,2019,3,USA South Athletic Conference,,1
Greensboro Day School,NC,,,,810,2019,HS,NC,,1
Greensburg High School (IN),IN,INDIANA,39.341,-85.4684,,2019,HS,,X,1
Greenville College,IL,ILLINOIS,38.894751,-89.409178,811,2019,3,St. Louis Intercollegiate Athletic Conference,,1
Greenville High School (TX),TX,,,,812,2019,HS,TX,,1
Greenville Technical College,SC,SOUTH CAROLINA,34.826212,-82.371178,"4,471",2019,,SC,,1
Greenwood High School (AR),AR,ARKANSAS,35.2199,-94.2522,,2019,HS,,X,1
Gretna High School (NE),NE,NEBRASKA,41.1424,-96.2321,,2019,HS,,X,1
Griffith High School,IN,,,,813,2019,HS,IN,,1
Grimsley High School,NC,NORTH CAROLINA,36.0829,-79.8146,814,2019,HS,NC,X,1
Grinnell College,IA,IOWA,41.747048,-92.721246,"4,472",2019,,IA,,1
Grosse Pointe South High School (MI),MI,MICHIGAN,42.3908,-82.9024,,2019,HS,,X,1
Grossmont College,CA,CALIFORNIA,32.816077,-117.007292,815,2019,JC,California Community College Athletic Association,,1
Grossmont-Cuyamaca Community College District,CA,CALIFORNIA,32.816054,-117.007292,"4,473",2019,,CA,,1
Grove City College,PA,PENNSYLVANIA,41.1558,-80.0814,816,2019,3,Presidents' Athletic Conference,,1
Grove City High School,OH,,,,817,2019,HS,OH,,1
Guilford College,NC,NORTH CAROLINA,36.094233,-79.887737,818,2019,3,Old Dominion Athletic Conference,X,1
Guilford Technical Community College,NC,NORTH CAROLINA,35.99846,-79.92062,819,2019,JC,Carolinas Junior College Conference,,1
Gulf Breeze High School,FL,,,,820,2019,HS,FL,,1
Gulf Coast High School (FL),FL,FLORIDA,26.2715,-81.7073,,2019,HS,,X,1
Gulf Coast State College,FL,FLORIDA,30.185542,-85.727918,821,2019,JC,FCSAA,X,1
Gupton Jones College of Funeral Service,GA,GEORGIA,33.710441,-84.179602,"4,474",2019,,GA,,1
Gurnick Academy of Medical Arts,CA,CALIFORNIA,37.547377,-122.307618,"4,475",2019,,CA,,1
Gustavus Adolphus College,MN,MINNESOTA,44.324968,-93.971928,822,2019,3,Minnesota Intercollegiate Athletic Conference,,1
Guy's Shreveport Academy of Cosmetology Inc,LA,LOUISIANA,32.483496,-93.705504,"4,476",2019,,LA,,1
Guyer High School (TX),TX,,,,823,2019,HS,TX,,1
Gwinnett College-Lilburn,GA,GEORGIA,33.901271,-84.121874,"4,477",2019,,GA,,1
Gwinnett College-Sandy Springs,GA,GEORGIA,33.937502,-84.381268,"4,478",2019,,GA,,1
Gwinnett Technical College,GA,GEORGIA,33.962763,-84.066224,"4,479",2019,,GA,,1
Gwynedd Mercy University,PA,PENNSYLVANIA,40.202804,-75.236601,824,2019,3,Colonial States Athletic Conference,X,1
H B Plant High School (FL),FL,FLORIDA,27.9236,-82.5029,,2019,HS,,X,1
H Councill Trenholm State Community College,AL,ALABAMA,32.350109,-86.343057,"4,480",2019,,AL,,1
H.H. Dow High School,MI,,,,825,2019,HS,MI,,1
Habersham Central School (GA),GA,GEORGIA,34.554,-83.4948,,2019,HS,,X,1
Habersham High School,FL,,,,826,2019,HS,FL,,1
Hacienda La Puente Adult Education,CA,CALIFORNIA,34.044112,-117.979559,"4,481",2019,,CA,,1
Hagerstown Community College,MD,MARYLAND,39.631009,-77.667379,"4,482",2019,,MD,,1
Hagerty High School,FL,FLORIDA,28.625,-81.1776,827,2019,HS,FL,X,1
Hair Academy,AL,ALABAMA,32.33742,-86.256881,"4,483",2019,,AL,,1
Hair Academy 110,MO,MISSOURI,40.195107,-92.582872,"4,484",2019,,MO,,1
Hair Academy II,MD,MARYLAND,38.839246,-76.948572,"4,485",2019,,MD,,1
Hair Academy Inc-New Carrollton,MD,MARYLAND,38.956205,-76.869467,"4,486",2019,,MD,,1
Hair Academy of Safford,AZ,ARIZONA,32.835302,-109.727696,"4,487",2019,,AZ,,1
Hair Academy School of Barbering & Beauty,DE,DELAWARE,39.6525,-75.749511,"4,488",2019,,DE,,1
Hair California Beauty Academy,CA,CALIFORNIA,33.805786,-117.836692,"4,489",2019,,CA,,1
Hair Design Institute,FL,FLORIDA,28.67506,-81.468531,"4,490",2019,,FL,,1
Hair Design Institute at Fifth Avenue-Brooklyn,NY,NEW YORK,40.62318,-74.028581,"4,491",2019,,NY,,1
Hair Design Institute at Fifth Avenue-New York,NY,NEW YORK,40.753,-73.992411,"4,492",2019,,NY,,1
Hair Dynamics Education Center,CO,COLORADO,40.496727,-105.076628,"4,493",2019,,CO,,1
Hair Expressions Academy,MD,MARYLAND,39.061372,-77.115852,"4,494",2019,,MD,,1
Hair Fashions By Kaye Beauty College-Noblesville,IN,INDIANA,40.03632,-86.012158,"4,495",2019,,IN,,1
Hair Professionals Academy of Cosmetology,IL,ILLINOIS,42.094047,-88.289103,"4,496",2019,,IL,,1
Hair Professionals Career College,IL,ILLINOIS,41.961956,-88.716692,"4,497",2019,,IL,,1
Hair Professionals School of Cosmetology,IL,ILLINOIS,41.682461,-88.365535,"4,498",2019,,IL,,1
Hairitage Hair Academy,UT,UTAH,37.083414,-113.606488,"4,499",2019,,UT,,1
Hairmasters Institute of Cosmetology,IL,ILLINOIS,40.474666,-88.979416,"4,500",2019,,IL,,1
Haleyville High School (AL),AL,ALABAMA,34.2254,-87.6069,,2019,HS,,X,1
Halifax Community College,NC,NORTH CAROLINA,36.427712,-77.617681,"4,501",2019,,NC,,1
Hallmark University,TX,TEXAS,29.538447,-98.568626,"4,502",2019,,TX,,1
Hallsville High School (TX),TX,,,,828,2019,HS,TX,,1
Hamilton College,NY,NEW YORK,43.050245,-75.408195,829,2019,3,New England Small College Athletic Conference,,1
Hamilton Fulton Montgomery BOCES-Practical Nursing Program,NY,NEW YORK,42.984198,-74.298686,"4,503",2019,,NY,,1
Hamilton High School,,,39.4249,-84.5782,"7,881",2019,,,,1
Hamilton High School (AZ),AZ,ARIZONA,33.151,-111.5034,830,2019,HS,AZ,X,1
Hamilton High School (CA),CA,,,,831,2019,HS,CA,,1
Hamilton High School (Ohio),OH,,,,832,2019,HS,OH,,1
Hamilton Technical College,IA,IOWA,41.573888,-90.560088,"4,504",2019,,IA,,1
Hamline University,MN,MINNESOTA,44.965696,-93.163983,833,2019,3,Minnesota Intercollegiate Athletic Conference,,1
Hammonton High School (NJ),NJ,NEW JERSEY,39.6564,-74.8072,,2019,HS,,X,1
Hampden Sydney College,VA,,,,834,2019,HS,VA,,1
Hampden-Sydney College,VA,VIRGINIA,37.240615,-78.464216,835,2019,3,Old Dominion Athletic Conference,,1
Hampshire College,MA,MASSACHUSETTS,42.325852,-72.531469,"4,505",2019,,MA,,1
Hampton University,VA,VIRGINIA,37.019944,-76.339161,"4,506",2019,,VA,,1
Hamrick School,OH,OHIO,41.135812,-81.728742,"4,507",2019,,OH,,1
Hanahan High School,SC,,,,836,2019,HS,SC,,1
Hands on Therapy,TX,TEXAS,32.78877,-96.606185,"4,508",2019,,TX,,1
Hannah E Mullins School of Practical Nursing,OH,OHIO,40.902408,-80.851045,"4,509",2019,,OH,,1
Hannibal-LaGrange University,MO,MISSOURI,39.730785,-91.391423,837,2019,NAIA,American Midwest Conference,,1
Hanover College,IN,INDIANA,38.71398,-85.460361,838,2019,3,Heartland Collegiate Athletic Conference,,1
Hanover Park High School,NJ,,,,839,2019,HS,NJ,,1
Har-Ber High School,AR,ARKANSAS,36.1843,-94.2123,840,2019,HS,AR,X,1
Harcum College,PA,PENNSYLVANIA,40.022582,-75.314801,"4,510",2019,,PA,,1
Hardin Valley High School,TN,,,,841,2019,HS,TN,,1
Hardin-Simmons University,TX,TEXAS,32.476434,-99.73564,842,2019,3,American Southwest Conference,,1
Harding Academy,TN,,,,843,2019,HS,TN,,1
Harding High School,NC,,,,844,2019,HS,NC,,1
Harding University,AR,ARKANSAS,35.247337,-91.726041,"4,511",2019,,AR,,1
Harding University High School,NC,,,,845,2019,HS,NC,,1
Harford Community College,MD,MARYLAND,39.561347,-76.281801,"4,512",2019,,MD,X,1
Harrington College of Design,IL,ILLINOIS,41.87446,-87.624441,"4,513",2019,,IL,,1
Harris County High School,GA,,,,847,2019,HS,GA,,1
Harris School of Business-Cherry Hill Campus,NJ,NEW JERSEY,39.942675,-75.024757,"4,514",2019,,NJ,,1
Harris School of Business-Danbury,CT,CONNECTICUT,41.39348,-73.449281,"4,515",2019,,CT,,1
Harris School of Business-Dover Campus,DE,DELAWARE,39.15428,-75.546609,"4,516",2019,,DE,,1
Harris School of Business-Hamilton Campus,NJ,NEW JERSEY,40.259627,-74.676809,"4,517",2019,,NJ,,1
Harris School of Business-Linwood Campus,NJ,NEW JERSEY,39.348058,-74.580524,"4,518",2019,,NJ,,1
Harris School of Business-Upper Darby Campus,PA,PENNSYLVANIA,39.960924,-75.259226,"4,519",2019,,PA,,1
Harris School of Business-Voorhees Campus,NJ,NEW JERSEY,39.84345,-74.990331,"4,520",2019,,NJ,,1
Harris School of Business-Wilmington Campus,DE,DELAWARE,39.800892,-75.523917,"4,521",2019,,DE,,1
Harris-Stowe State University,MO,MISSOURI,38.631744,-90.224288,848,2019,NAIA,American Midwest Conference,X,1
Harrisburg Area Community College-Harrisburg,PA,PENNSYLVANIA,40.296777,-76.886408,"4,522",2019,,PA,,1
Harrisburg University of Science and Technology,PA,PENNSYLVANIA,40.261303,-76.8808,"4,523",2019,,PA,,1
Harrison College-Grove City,OH,OHIO,39.88221,-83.04592,"4,524",2019,,OH,,1
Harrison College-Indianapolis,IN,INDIANA,39.766871,-86.147857,"4,525",2019,,IN,,1
Harrison College-Morrisville,NC,NORTH CAROLINA,35.85944,-78.840661,"4,526",2019,,NC,,1
Harrison High School,MI,,,,849,2019,HS,MI,,1
Harrisonburg High School,VA,,,,850,2019,HS,VA,,1
Harriton High School (PA),PA,PENNSYLVANIA,40.0422,-75.3167,,2019,HS,,X,1
Hartford Seminary,CT,CONNECTICUT,41.769861,-72.707766,"4,527",2019,,CT,,1
Hartnell College,CA,CALIFORNIA,36.673052,-121.668763,"4,528",2019,,CA,,1
Hartwick College,NY,NEW YORK,42.457599,-75.071994,"4,529",2019,,NY,,1
Harvard University,MA,MASSACHUSETTS,42.374471,-71.118313,852,2019,1,The Ivy League,X,1
Harvard Westlake High School,CA,,,,853,2019,HS,CA,,1
Harvard-Westlake High School,,,34.0887,-118.434,"7,882",2019,,,X,1
Harvey Mudd College,CA,CALIFORNIA,34.106137,-117.710594,"4,530",2019,,CA,,1
Haskell Indian Nations University,KS,KANSAS,38.937786,-95.232513,"4,531",2019,,KS,,1
Hastings Beauty School,MN,MINNESOTA,44.744595,-92.85026,"4,532",2019,,MN,,1
Hastings College,NE,NEBRASKA,40.590448,-98.373641,854,2019,NAIA,Great Plains Athletic Conference,,1
Hastings High School (NE),NE,NEBRASKA,40.5835,-98.3855,,2019,HS,,X,1
Haverford College,PA,PENNSYLVANIA,40.007452,-75.305207,855,2019,3,Centennial Conference,X,1
Hawaii Community College,HI,HAWAII,19.704756,-155.069653,"4,533",2019,,HI,,1
Hawaii Institute of Hair Design,HI,HAWAII,21.313505,-157.861958,"4,534",2019,,HI,,1
Hawaii Medical College,HI,HAWAII,21.295112,-157.847678,"4,535",2019,,HI,,1
Hawaii Pacific University,HI,HAWAII,21.310306,-157.859645,"4,536",2019,,HI,X,1
Hawkeye Community College,IA,IOWA,42.430003,-92.330633,"4,537",2019,,IA,,1
